Volume,Page,Sheet Type,Decade,Country,County,Subdivision,GitHub?,GitHub Location,Transcribed Location,Year count,Start Year,Summary,Readings,100s+999s,% Complete,First Reading,Last Reading,Totals count,Totals 100s+999s,Avg Total,CSV Issues,GitHub Tree,Has Station No. ?,Station No.,Station No. Sorter,Site Name,NGR,Latitude,Longitude,Elevation (ft),Stn no.,Observer,Comments
TYRain_1910-1919_17_pt1,85,Rainfall,1910s,England,Derbyshire,-,N,-,ECKINGTON CAMMS ENDOWED SCHOOL,10,1910,[.........T],0,0,0.0,,,1,0,30.3,,-,,,,ECKINGTON-CAMMS-ENDOWED-SCHOOL,SK 430795,53.311,-1.356,200,,,NGR is a school in Eckington that matches the relationships to church and station as well as the altitude.
TYRain_1910-1919_17_pt1,100,Rainfall,1910s,England,Cheshire,-,N,-,ROSTHERNE VICARAGE,10,1910,[..####.5..],53,0,44.2,1912/01,1917/12,4,0,33.1,,-,,,,ROSTHERNE-VICARAGE,,,,,,,
TYRain_1910-1919_17_pt1,107,Rainfall,1910s,England,Cheshire,-,N,-,BRAMHALL WYNSLADE,10,1910,[...####...],46,0,38.3,1913/03,1916/12,3,0,32.3,,-,,,,BRAMHALL-WYNSLADE,,,,,,,
TYRain_1910-1919_17_pt1,139,Rainfall,1910s,England,Cheshire,-,N,-,CREWE QUEENS PARK,10,1910,[###.......],35,0,29.2,1910/01,1912/12,2,0,26.4,,-,,,,CREWE-QUEENS-PARK,SJ 687556,53.097,-2.469,150,,,NGR is Queens Park. Altitude is from OS map; nothing on the records. Readings noted as being bad or unreliable by inspector
TYRain_1910-1919_17_pt1,144,Rainfall,1910s,England,Cheshire,-,N,-,CONGLETON PARK LANE,10,1910,[1.........],1,0,0.8,1910/01,1910/01,0,0,,,-,,,,CONGLETON-PARK-LANE,SJ 869625,53.159,-2.197,422,,,NGR is on Park Lane at the stated altitude.
TYRain_1910-1919_17_pt1,145,Rainfall,1910s,England,Cheshire,-,N,-,CONGLETON WESTGATE,10,1910,[##........],24,0,20.0,1910/01,1911/12,2,0,30.0,,-,,,,CONGLETON-WESTGATE,SJ 851627,53.161,-2.224,346,,,"NGR is on Parson Street at the stated altitude. The address of the observer, G Pedley J.P., was Westgate, Parson Street. There is a West Villa near this NGR but Westgate does not appear on OS maps"
TYRain_1910-1919_17_pt1,151,Rainfall,1910s,England,Cheshire,-,N,-,DELAMERE,10,1910,[...6#.....],16,0,13.3,1913/07,1914/10,0,0,,,-,,,,DELAMERE,SJ 570692,53.218,-2.645,,,,
TYRain_1910-1919_17_pt1,159,Rainfall,1910s,England,Cheshire,-,N,-,TARPORLEY SUMMER HILL,10,1910,[#.........],12,0,10.0,1910/01,1910/12,1,0,32.0,,-,,,,TARPORLEY-SUMMER-HILL,SJ 556631,53.163,-2.666,170,,,NGR is near Tarporley and is based on the relationship to the church and station but at the stated altitude. NGR could be +/- 250m. Cannot find Summer Hill
TYRain_1910-1919_17_pt1,160,Rainfall,1910s,England,Cheshire,-,N,-,Duddon School,10,1910,[.##.##....],48,0,40.0,1911/01,1915/12,4,0,27.4,,-,,,,DUDDON-SCHOOL,,,,,,,
TYRain_1910-1919_17_pt1,163,Rainfall,1910s,England,Cheshire,-,N,-,Frodsham Helsby,10,1910,[###.......],36,0,30.0,1910/01,1912/12,3,0,28.8,,-,,,,FRODSHAM-HELSBY,SJ 497752,53.271,-2.756,190,,,"NGR is the best match to the relationship to the church, station and stated altitude. NGR could be +/- 250m."
TYRain_1910-1919_17_pt1,164,Rainfall,1910s,England,Cheshire,-,N,-,(HIGHFIELD) HELSBY,10,1910,[....1#....],13,0,10.8,1914/09,1915/12,1,0,28.7,,-,,,,HIGHFIELD-HELSBY,,,,,,,
TYRain_1910-1919_17_pt1,165,Rainfall,1910s,England,Cheshire,-,N,-,Frodsham Simonsdelf Beacon Hill,10,1910,[#####.....],60,0,50.0,1910/01,1914/12,5,0,28.8,,-,,,,FRODSHAM-SIMONSDELF-BEACON-HILL,SJ 517765,53.283,-2.726,420,,,"NGR is Simonsdelf, Simons Lane, Frodsham, near Beacon Hill. Altitudes match"
TYRain_1910-1919_17_pt1,172,Rainfall,1910s,England,Cheshire,-,N,-,THE PROMENADE HOYLAKE,10,1910,[......19..],10,0,8.3,1916/07,1917/09,0,0,,,-,,,,THE-PROMENADE-HOYLAKE,,,,,,,
TYRain_1910-1919_17_pt1,175,Rainfall,1910s,England,Cheshire,-,N,-,LISCARD WARWICK DRIVE,10,1910,[#.........],12,0,10.0,1910/01,1910/12,1,0,35.9,,-,,,,LISCARD-WARWICK-DRIVE,SJ 315926,53.426,-3.032,67,,,NGR is on Warwick Drive at the stated altitude
TYRain_1910-1919_17_pt1,178,Rainfall,1910s,England,Cheshire,-,N,-,MALPAS CHORLTON HALL,10,1910,[........8#],20,0,16.7,1918/05,1919/12,1,0,28.8,,-,,,,MALPAS-CHORLTON-HALL,,,,,,,
TYRain_1910-1919_17_pt1,184,Rainfall,1910s,England,Cheshire,-,N,-,Chester Christleton Lodge,10,1910,[.....####.],48,0,40.0,1915/01,1918/12,4,0,26.5,,-,,,,CHESTER-CHRISTLETON-LODGE,,,,,,,
TYRain_1910-1919_17_pt1,190,Rainfall,1910s,England,Cheshire,-,N,-,PUDDINGTON REMOTE,10,1910,[........##],24,0,20.0,1918/01,1919/12,2,0,29.0,,-,,,,PUDDINGTON-REMOTE,,,,,,,
TYRain_1910-1919_17_pt1,206,Rainfall,1910s,England,Lancashire,-,N,-,GREAT CROSBY ALEXANDRA PARK,10,1910,[..4#####..] Dup,64,0,53.3,1912/09,1917/12,5,0,29.5,Duplication,-,,,,GREAT-CROSBY-ALEXANDRA-PARK,SJ 315995,53.488,-3.034,34,,,34 bench. Full record ##
TYRain_1910-1919_17_pt1,207,Rainfall,1910s,England,Lancashire,-,N,-,GREAT CROSBY CARNEGIE LIBRARY,10,1910,[.......3##] Dup,27,0,22.5,1917/10,1919/12,2,0,33.2,Duplication,-,,,,GREAT-CROSBY-CARNEGIE-LIBRARY,SJ 315994,53.487,-3.034,35,[2470],,"S Wilson, 35' station 366 yds W"
TYRain_1910-1919_17_pt1,208,Rainfall,1910s,England,Lancashire,-,N,-,GREAT CROSBY FARNLEY,10,1910,[.........#],12,0,10.0,1919/01,1919/12,1,0,29.9,,-,,,,GREAT-CROSBY-FARNLEY,SD 327004,53.496,-3.016,53,,,"Joseph Appleby 53' St Lukes W Derby 1/2 mile SW. house marked on 25"" OS"
TYRain_1910-1919_17_pt1,225,Rainfall,1910s,England,Lancashire,-,N,-,Widnes Pexhill,10,1910,[##........],24,0,20.0,1910/01,1911/12,2,0,24.7,,-,,,,WIDNES-PEXHILL,SJ 501888,53.394,-2.752,218,,,"Isaac Carr 218' Farnworth ch 1mile S, station 1/25mile S"
TYRain_1910-1919_17_pt1,240,Rainfall,1910s,England,Lancashire,-,N,-,TYLDESLEY GAS WORKS,10,1910,[..######..],72,0,60.0,1912/01,1917/12,6,0,37.2,,-,,,,TYLDESLEY-GAS-WKS,SD 701018,53.512,-2.452,150,,,Mark Newsome 150 Parish ch 1mile N
TYRain_1910-1919_17_pt1,242,Rainfall,1910s,England,Lancashire,-,N,-,MANCHESTER SACKVILLE STREET DEPOT,10,1910,[#.#.......],22,0,18.3,1910/01,1912/12,1,0,15.6,,-,,,,MANCHESTER-SACKVILLE-STREET,SJ 845975,53.474,-2.235,118,,,GF Walton 118' St Lukes 1/12 mile SE record ends #
TYRain_1910-1919_17_pt1,243,Rainfall,1910s,England,Lancashire,-,N,-,SWINTON ENDSLEIGH,10,1910,[#.##......],36,0,30.0,1910/01,1913/12,3,0,38.3,,-,,,,SWINTON-ENDSLEIGH,,,,220,,,"GAT Jesson, 220'"
TYRain_1910-1919_17_pt1,244,Rainfall,1910s,England,Lancashire,-,N,-,HIGHER CRUMPSALL PARK ROAD,10,1910,[##........],23,0,19.2,1910/01,1911/12,1,0,38.6,,-,,,,HIGHER-CRUMPSALL-PARK-ROAD,,,,265,,,JT Warren 265' St Marys 1/3 mile E
TYRain_1910-1919_17_pt1,247,Rainfall,1910s,England,Lancashire,-,N,-,MANCHESTER TOWN HALL,10,1910,[...7......],7,0,5.8,1913/06,1913/12,0,0,,,-,,,,MANCHESTER-TOWN-HALL,,,,230,,,GF Walter 230' gauge on roof of Town Hall
TYRain_1910-1919_18_pt1,54,Rainfall,1910s,England,Lancashire,-,N,-,NEWCHURCH IN ROSSENDALE REC,10,1910,[...TTTT##.],24,0,20.0,1917/01,1918/12,6,0,47.6,,-,,,,NEWCHURCH-IN-ROSSENDALE-RECTORY,SD 830224,53.698,-2.259,750/778,,,Rev Addison 750/778' Waterfoot station no distnace
TYRain_1910-1919_18_pt1,71,Rainfall,1910s,England,Lancashire,-,N,-,GORTON SEWAGE WORKS,10,1910,[9##4......],37,0,30.8,1910/04,1913/12,2,0,24.9,,-,,,,GORTON-SEWAGE-WORKS,SJ 878957,53.458,-2.185,175,,,GF Walter 175' St James 1/2 mile NE Belle Vue st 1/4 mile E
TYRain_1910-1919_18_pt1,91,Rainfall,1910s,England,Lancashire,-,N,-,LYTHAM 40 PARK ROAD,10,1910,[..6.......],6,0,5.0,1912/01,1912/06,0,0,,,-,,,,LYTHAM-PARK-ROAD,,,,20,,,Major Matthews 20' gauge moved to Doddington 1912 June
TYRain_1910-1919_18_pt1,121,Rainfall,1910s,England,Lancashire,-,N,-,SALESBURY SCHOOL,10,1910,[.9##7.....],40,0,33.3,1911/01,1914/12,2,0,42.7,,-,,,,SALESBURY-SCHOOL,SD 679329,53.791,-2.489,447,,,G Townsell? 447' St Peters 180yds SE
TYRain_1910-1919_18_pt1,129,Rainfall,1910s,England,Lancashire,-,N,-,Kirkham The Hill Westby,10,1910,[.##.......],24,0,20.0,1911/01,1912/12,2,0,35.5,,-,,,,WESTBY-MILLS-THE-HILL,SD 387325,53.785,-2.932,100,,,EJ Wilson 100' Wrea Green ch 1 mile SE record ends
TYRain_1910-1919_18_pt1,144,Rainfall,1910s,England,Lancashire,-,N,-,SABDEN STAINSCOMB,10,1910,[.........6],6,0,5.0,1919/07,1919/12,0,0,,,-,,,,SABDEN-STAINSCOMB,SD 7938,53.84,-2.32,1090,,,"R Ratcliffe Padiham UDC 1090' 53'60'30"" -2 18 50"
TYRain_1910-1919_18_pt1,146,Rainfall,1910s,England,Lancashire,-,N,-,Sabden Spence Moor,10,1910,[........1#],13,0,10.8,1918/12,1919/12,1,0,33.9,,-,,,,SABDEN-SPENCE-MOOR,SD 7939,53.85,-2.32,1200,,,"R Radcliffe 1200' Badger Wells until July 1919 53 50 80, -2 19 45"
TYRain_1910-1919_18_pt1,164,Rainfall,1910s,England,Lancashire,-,N,-,WIGAN W.W. BISPHAM,10,1910,[.......T..],0,0,0.0,,,1,0,38.2,,-,,,,WIGAN-WW-BISPHAM,,,,,,,per AA Barnes no other info
TYRain_1910-1919_18_pt1,166,Rainfall,1910s,England,Lancashire,-,N,-,RIVINGTON GRAMMAR SCHOOL,10,1910,[...###....],34,0,28.3,1913/01,1915/12,2,0,43.2,,-,,,,RIVINGTON-GRAMMAR-SCHOOL,,,,510,,,Percy Bristow 510' Holy Trinity 4700ft SE by S
TYRain_1910-1919_18_pt1,173,Rainfall,1910s,England,Lancashire,-,N,-,CHORLEY SEWAGE WORKS,10,1910,[.#3.......],15,0,12.5,1911/01,1912/03,1,0,34.4,,-,,,,CHORLEY-SEWAGE-WORKS,,,,180,,,J Hurst 180' St Lawrence 1 mile W
TYRain_1910-1919_18_pt1,174,Rainfall,1910s,England,Lancashire,-,N,-,CHORLEY PARK ROAD,10,1910,[.##7......],31,0,25.8,1911/01,1913/07,2,0,37.4,,-,,,,CHORLEY-PARK-ROAD,,,,278,,,Rev A Shipham 278' St Lawrence 1/8 mile S
TYRain_1910-1919_18_pt1,177,Rainfall,1910s,England,Lancashire,-,N,-,WHEELTON,10,1910,[...####...],48,0,40.0,1913/01,1916/12,4,0,38.4,,-,,,,WHEELTON,SD 598212,53.686,-2.610,425,,,Herbert Chadwick 425' Heapey Ch 3/4 mile S. Elect registers have him in Kenyon Lane for these years
TYRain_1910-1919_18_pt1,192,Rainfall,1910s,England,Lancashire,-,N,-,BARROW (WALNEY IS),10,1910,[.......##.],24,0,20.0,1917/01,1918/12,2,0,40.5,,-,,,,BARROW-WALNEY-ST,SD 175690,54.110,-3.263,70,,,"HF Jackson W Littlemore 70 (56.6.32, -3.15.51 1917)/81' (54.6.37 -3.15.14 1918)St Marys Walney 3/4 mile ESE. NGR dir/dist from St Marys"
TYRain_1910-1919_18_pt1,201,Rainfall,1910s,England,Lancashire,-,N,-,Broughton in Furness Eccle Riggs,10,1910,[...8#.....],20,0,16.7,1913/03,1914/12,2,0,50.5,,-,,,,BROUGHTON-IN-FURNESS-ECCLE-RIGGS,SD 211865,54.268,-3.213,100,,,Ward/Miss Crossland Syke House pencilled above Eccle Rigg 100' Brought ch 1/4mile SE; SD211865/SD208875 SykeHo
TYRain_1910-1919_18_pt1,212,Rainfall,1910s,England,Lancashire,-,N,-,Rusland Crosslands House,10,1910,[....##....],22,1,18.3,1914/01,1915/12,2,0,53.4,,-,,,,RUSLAND-CROSSLANDS-HOUSE,SD 343894,54.296,-3.011,75,,,Miss Brothers 150?' St Pauls 1/2 mile N House on map at 75'
TYRain_1910-1919_18_pt1,216,Rainfall,1910s,England,Lancashire,-,N,-,FINSTHWAITE CE SCHOOL,10,1910,[....##....],24,0,20.0,1914/01,1915/12,2,0,56.3,,-,,,,FINSTHWAITE-SCHOOL,SD 368877,54.281,-2.972,250,,,JW Mitchell 250' no other info
TYRain_1910-1919_18_pt1,233,Rainfall,1910s,England,Lancashire,-,N,-,CARNFORTH CAPERNWRAY,10,1910,[..T.......],0,0,0.0,,,1,0,50.8,,-,,,,CARNGORTH-CARPERNWRAY,,,,,,,Neville Holden 1 total only no other info
TYRain_1910-1919_18_pt1,236,Rainfall,1910s,England,Lancashire,-,N,-,SILVERDALE BLEASDALE HOUSE,10,1910,[.......###],36,0,30.0,1917/01,1919/12,3,0,46.2,,-,,,,SILVERDALE-BLEASDALE-HOUSE,SD 461751,54.169,-2.827,160,,,RS Rainbeck then J Hindle 160' no other info
TYRain_1910-1919_18_pt1,237,Rainfall,1910s,England,Lancashire,-,N,-,SILVERDALE,10,1910,[.1.......1],2,0,1.7,1911/01,1919/12,1,0,40.2,,-,,,,SILVERDALE,,,,,,,Lancaster Guardian from Westmorland gazette 2 months no other info
TYRain_1910-1919_18_pt1,239,Rainfall,1910s,England,Lancashire,-,N,-,(Eggerslack ),10,1910,[#3........],15,0,12.5,1910/01,1911/03,1,0,46.9,,-,,,,EGGERSLACK,SD 4078,54.19,-2.92,140,,,Miss SM Arkwright 140' record ends # no other info. Could be at Eggerslack House
TYRain_1910-1919_18_pt1,247,Rainfall,1910s,England,Lancashire,-,N,-,Roeburndale Mallowdale Fell,10,1910,[......#...],12,0,10.0,1916/01,1916/12,1,0,78.5,,-,,,,ROEBURNDALE-MALLOWDALE-FELL,SD 6061,54.04,-2.61,1450,,,Lewis Mitchell CE 1450'; NGR vague as Fell big.
TYRain_1910-1919_18_pt1,248,Rainfall,1910s,England,Lancashire,-,N,-,ROEBURNDALE MARKING FOLD HILL,10,1910,[......#...],12,0,10.0,1916/01,1916/12,1,0,78.6,,-,,,,ROEBURNDALE-MARKING-FOLD-FELL,SD 6159,54.03,-2.60,1275,,,Lewis Mitchell CE 1275'
TYRain_1910-1919_18_pt1,249,Rainfall,1910s,England,Lancashire,-,N,-,Hindburndale Greenbank Fell,10,1910,[......#...],12,0,10.0,1916/01,1916/12,1,0,74.2,,-,,,,HUNDBURNDALE-GREENBANK-FELL,,,,1150,,,Lewis Mitchell CE 1150'
TYRain_1910-1919_18_pt1,250,Rainfall,1910s,England,Lancashire,-,N,-,HINDBURNDALE BOLTON HEAD FELL,10,1910,[......#...],12,0,10.0,1916/01,1916/12,1,0,69.1,,-,,,,HINDBURNDALE-BOLTON-HEAD-FELL,,,,1100,,,Lewis Mitchell CE 1100'
TYRain_1910-1919_18_pt1,253,Rainfall,1910s,England,Lancashire,-,N,-,Hindburndale Bolton Head,10,1910,[......#...],12,0,10.0,1916/01,1916/12,1,0,64.7,,-,,,,HINDBURNDALE-BOLTON-HEAD,,,,780,,,Lewis Mitchell 780'
TYRain_1910-1919_18_pt1,266,Rainfall,1910s,England,Lancashire,-,N,-,HORNBY HOLLY HOUSE,10,1910,[6#........],18,0,15.0,1910/06,1911/12,1,0,48.0,,-,,,,HORNBY-HOLLY-HOUSE,SD 584686,54.112,-2.638,60,,,GN Beckett 60' hornby ch 100yds S
TYRain_1910-1919_18_pt1,278,Rainfall,1910s,England,Lancashire,-,N,-,GARSTANG BEACON FELL SUMMIT,10,1910,[..###.....],36,0,30.0,1912/01,1914/12,3,0,31.2,,-,,,,GARSTANG-BEACON-FELL-SUMMIT,SD 568428,53.880,-2.659,875,,,AE Coupe 875' no other info
TYRain_1910-1919_18_pt1,280,Rainfall,1910s,England,Lancashire,-,N,-,CALDER BRIDGE COTTAGES,10,1910,[.......###],36,0,30.0,1917/01,1919/12,3,0,40.6,,-,,,,CALDER-BRIDGE-COTTAGES,,,,50,,,"Edwin Curwen, 50' St Thomas Garstang 1.25 mile; Garstang and Calder Bridge nowhere near each other."
TYRain_1910-1919_19_pt1,3,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,HIGH BENTHAM INGLEDENE,10,1910,[.......#4.],16,0,13.3,1917/01,1918/04,1,0,39.3,,-,,,,HIGH-BENTHAM-INGLEDENE,,,,,,,
TYRain_1910-1919_19_pt1,12,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,SEDBERGH CROASDALE BECK,10,1910,[##........],24,0,20.0,1910/01,1911/12,2,0,64.8,,-,,,,SEDBERGH-CROASDALE-BECK,SD 641937,54.338,-2.554,623,,,NGR is beside Croasdale Beck at the stated altitude. Croasdale Beck Farm is nearby
TYRain_1910-1919_19_pt1,31,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,SLAIDBURN STOCKS IN BOWLAND,10,1910,[.52.......],7,0,5.8,1911/08,1912/02,0,0,,,-,,,,SLAIDBURN-STOCKS-IN-BOWLAND,SD 731562,54.001,-2.412,587,,,"NGR is the hamlet Stocks in Bowland, which was submerged when the reservoir was built in the 1930s. Altitudes match"
TYRain_1910-1919_19_pt1,70,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,WOODHOUSE HANDSWORTH SEWAGE WORKS,10,1910,[.####.....],48,0,40.0,1911/01,1914/12,4,0,28.9,,-,,,,WOODHOUSE-HANDSWORTH-SEWAGE-WORKS,,,,,,,
TYRain_1910-1919_19_pt1,71,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,Sheffield Fulwood House,10,1910,[###.......],36,0,30.0,1910/01,1912/12,3,0,37.6,,-,,,,SHEFFIELD-FULWOOD-HOUSE,SK 308853,53.364,-1.539,675,,,NGR is Fulwood House. Altitudes match
TYRain_1910-1919_19_pt1,103,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,DEEPCAR BROOMHEAD HALL,10,1910,[..#.##....],36,0,30.0,1912/01,1915/12,3,0,49.0,,-,,,,DEEPCAR-BROOMHEAD-HALL,,,,,,,
TYRain_1910-1919_19_pt1,116,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,WENTWORTH HIGH HOYLAND,10,1910,[....##....],24,0,20.0,1914/01,1915/12,2,0,28.4,,-,,,,WENTWORTH,,,,,,,
TYRain_1910-1919_19_pt1,145,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,DONCASTER CEMETERY ROAD,10,1910,[..1.......],1,0,0.8,1912/07,1912/07,0,0,,,-,,,,DONCASTER-CEMETERY-ROAD,,,,,,,
TYRain_1910-1919_19_pt1,165,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,WOMBWELL,10,1910,[.....1....],1,0,0.8,1915/11,1915/11,0,0,,,-,,,,WOMBWELL,,,,,,,
TYRain_1910-1919_19_pt1,166,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,LUDWORTH LUNDFARNE SEWAGE WORKS,10,1910,[#####.....],60,0,50.0,1910/01,1914/12,5,0,28.0,,-,,,,CUDWORTH-LUND-LANE-SEWAGE-WORKS,SE 379070,53.558,-1.429,150,,,"NGR is the sewage works. Altitudes match. Record title changed to Burton Grange Sewage Works 1913, probably a name change but the altitude is slightly different at 131 ft"
TYRain_1910-1919_19_pt1,174,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,BADSWORTH GRANGE,10,1910,[.....#....],12,0,10.0,1915/01,1915/12,1,0,23.9,,-,,,,BADSWORTH,,,,,,,
TYRain_1910-1919_19_pt1,179,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,WOMERSLEY PARK,10,1910,[......####],48,0,40.0,1916/01,1919/12,4,0,22.8,,-,,,,WOMERSLEY-PARK,SE 533189,53.664,-1.195,50,,,NGR is Womersely Park. Altitudes match
TYRain_1910-1919_19_pt1,215,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,WAKEFIELD WALTON WILLINGTON LODGE,10,1910,[9###......],45,0,37.5,1910/04,1913/12,3,0,24.4,,-,,,,WAKEFIELD-WALTON-WILLINGTON-LODGE,,,,,,,
TYRain_1910-1919_19_pt1,230,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,HORBURY SEWAGE WORKS,10,1910,[.....#....],12,0,10.0,1915/01,1915/12,1,0,27.4,,-,,,,HORBURY-SEWAGE-WORKS,,,,,,,
TYRain_1910-1919_19_pt1,232,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,HORBURY DURKAR,10,1910,[....###...],36,0,30.0,1914/01,1916/12,3,0,26.1,,-,,,,HORBURY-DURKAR-HOUSE,SE 314169,53.648,-1.526,140,,,NGR is Durkar House. Altitudes match
TYRain_1910-1919_19_pt1,243,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,MITCHELL LAITHES PUMPING STATION,10,1910,[...9#.....],21,0,17.5,1913/04,1914/12,1,0,21.1,,-,,,,MITCHELL-LAITHES-PUMPING-STATION,,,,,,,
TYRain_1910-1919_19_pt1,244,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,MYTHOLMROYD CRAGG VALE CRAGG HALL,10,1910,[8#####....],68,0,56.7,1910/05,1915/12,5,0,44.8,,-,,,,MYTHOLMROYD-CRAGG-VALE-CRAGG-HALL,SD 999234,53.707,-2.003,615,,,NGR is Cragg Hall. Altitudes match
TYRain_1910-1919_19_pt1,246,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,Sowerby Bridge Millhouse,10,1910,[....6#####],66,0,55.0,1914/07,1919/12,5,0,43.4,,-,,,,SOWERBY-BRIDGE-MILLHOUSE,SE 049226,53.700,-1.927,340,,,"NGR is Mill House, where the observer, Mrs McDougall-Rawson, lived. Altitudes match"
TYRain_1910-1919_19_pt1,258,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,HALIFAX DEAN CLOUGH MILLS,10,1910,[...##.....],22,0,18.3,1913/01,1914/12,1,0,34.9,,-,,,,HALIFAX-DEAN-CLOUGH-MILLS,,,,,,,
TYRain_1910-1919_19_pt1,268,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,CLECKHEATON WHITCLIFFE MOUNT SCHOOL,10,1910,[.....3####],51,0,42.5,1915/10,1919/12,4,0,30.5,,-,,,,CLECKHEATON-WHITCLIFFE-MOUNT-SCHOOL,,,,,,,
TYRain_1910-1919_19_pt1,272,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,GOMERSALL CASTLE HILL,10,1910,[#####.....],60,0,50.0,1910/01,1914/12,5,0,28.1,,-,,,,GOMERSALL-CASTLE-HILL,SE 209245,53.717,-1.685,380,,,"NGR is Castle Hill. Stated altitude is 100 ft too high, OS figure used. Gauge could be 350 M NE to match altitude"
TYRain_1910-1919_19_pt1,281,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,MORLEY THE SECONDARY SCHOOL,10,1910,[.####.....],48,0,40.0,1911/01,1914/12,4,0,27.3,,-,,,,MORLEY-THE-SECONDARY-SCHOOL,,,,,,,
TYRain_1910-1919_19_pt1,282,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,Pudsey Tong Hall,10,1910,[####......],48,0,40.0,1910/01,1913/12,4,0,32.9,,-,,,,PUDSEY-TONG-HALL,,,,,,,
TYRain_1910-1919_19_pt1,289,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,DRAX VICARAGE,10,1910,[..2##3....],27,0,22.5,1912/11,1915/03,1,0,18.3,,-,,,,DRAX-VICARAGE,,,,,,,
TYRain_1910-1919_19_pt1,290,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,DRAX SCHOOL,10,1910,[...2......],2,0,1.7,1913/06,1913/07,0,0,,,-,,,,DRAX-GRAMMAR-SCHOOL-SELBY,,,,,,,
TYRain_1910-1919_20_pt1,8,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,BIRSTWITH THE MOSS,10,1910,[###.......],36,0,30.0,1910/01,1912/12,3,0,35.1,,-,,,,BIRSTWITH-THE-MOSS,SE 238599,54.035,-1.638,230,,,NGR is The Moss. Altitudes match
TYRain_1910-1919_20_pt1,11,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,BARWICK POTTERTON HALL,10,1910,[.....#....] Dup,12,0,10.0,1915/01,1915/12,1,0,25.4,Duplication,-,,,,BARWICK-POTTERTON-HALL,,,,,,,
TYRain_1910-1919_20_pt1,13,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,BARWICK POTTERTON HALL,10,1910,[.....#....] Dup,12,0,10.0,1915/01,1915/12,1,0,25.4,Duplication,-,,,,BARWICK-POTTERTON-HALL,,,,,,,
TYRain_1910-1919_20_pt1,15,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,BARWICK POTTERTON HALL,10,1910,[.....#....] Dup,12,0,10.0,1915/01,1915/12,1,0,25.4,Duplication,-,,,,BARWICK-POTTERTON-HALL,,,,,,,
TYRain_1910-1919_20_pt1,17,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,BINGLEY OAKWOOD,10,1910,[..###.9#..],57,1,47.5,1912/01,1917/12,5,0,35.7,,-,,,,BINGLEY-OAKWOOD,SE 112404,53.860,-1.831,525,,,NGR is Oakwood Hall. Altitudes match
TYRain_1910-1919_20_pt1,27,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,FOLLIFOOT THE PRIORY,10,1910,[........4.],4,0,3.3,1918/01,1918/04,0,0,,,-,,,,FOLLIFOOT-THE-PRIORY,,,,,,,
TYRain_1910-1919_20_pt1,36,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,HAWKSWORTH REVA HOUSE,10,1910,[.....#3...],15,0,12.5,1915/01,1916/03,1,0,29.5,,-,,,,HAWKSWORTH-REVA-HOUSE,,,,,,,
TYRain_1910-1919_20_pt1,37,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,HARROGATE KENT ROAD,10,1910,[....#8....],20,1,16.7,1914/01,1915/10,1,0,32.2,,-,,,,HARROGATE-KENT-ROAD,SE 292557,53.997,-1.556,390,,,NGR is on Kent Road at about right altitude and relationship to church
TYRain_1910-1919_20_pt1,43,Rainfall,1910s,England,Yorkshire West Riding,-,N,-,ILKLEY BEACON VIEW,10,1910,[........4#],16,0,13.3,1918/09,1919/12,1,0,29.9,,-,,,,ILKLEY-BEACON-VIEW,SE 107476,53.924,-1.839,400,,,NGR is the southern end of Beechwood Grove to match stated altitude
