GitHub Folder,Country,County,Has Concat?,Concat count,Sheet count,Start year,End year,GitHub Timestamp
LOCHMABEN-ESTHWAITE,Scotland,Dumfriesshire,Y,1,5,1890,1940,2020-10-12 23:15:37 +0100
LOCHRUTTON-WW,Scotland,Kirkcudbrightshire,Y,1,6,1900,1960,2020-10-03 18:14:30 +0100
LOCHWINNOCH-CASTLE-SEMPLE,Scotland,Renfrewshire,Y,3,8,1820,1919,2020-07-08 14:36:05 +0100
LOCKERBIE-CASTLE-MILK,Scotland,Dumfriesshire,Y,1,7,1880,1940,2020-10-12 23:15:37 +0100
LODDON-BERGH-APTON,England,Norfolk,Y,1,4,1870,1899,2020-10-13 14:23:27 +0100
LOGAN-HOUSE,Scotland,Wigtownshire,Y,1,6,1900,1960,2020-07-08 14:36:05 +0100
LOGIE-COLDSTONE-SCHOOL,Scotland,Aberdeenshire,Y,1,8,1870,1960,2020-11-10 17:41:42 +0000
LONDON-BREWERY-CHISWELL-STREET,England,Middlesex-became-London,N,0,3,1850,1879,2020-12-09 18:10:58 +0000
LONDON-CRANE-COURT,England,Middlesex-became-London,Y,2,6,1677,1886,2020-10-15 21:39:29 +0100
LONDON-DISTRICT,England,Middlesex-became-London,Y,1,7,1677,1886,2020-07-08 14:36:05 +0100
LONDON-GUILDHALL,England,Middlesex-became-London,Y,2,17,1850,1930,2020-10-15 21:39:29 +0100
LONDON-HAMILTON-TERRACE,England,Middlesex-became-London,Y,2,7,1870,1930,2020-11-02 13:13:18 +0000
LONDON-HIGH-HOLBORN,England,Middlesex-became-London,Y,1,2,1677,1886,2021-01-12 20:43:39 +0000
LONDON-HIGHGATE-HILL,England,Middlesex-became-London,Y,1,3,1677,1886,2020-09-14 15:36:13 +0100
LONDON-OLD-STREET,England,Middlesex-became-London,Y,1,4,1880,1919,2020-12-11 17:08:20 +0000
LONDON-STRAND,England,Middlesex-became-London,Y,1,6,1870,1930,2020-10-28 15:35:08 +0000
LONDON-TEMPLE-BAR,England,Middlesex-became-London,Y,1,4,1677,1886,2020-09-16 23:23:56 +0100
LONDONDERRY-ASYLUM,Ireland/Northern Ireland,Londonderry,N,0,5,1870,1909,2020-08-05 08:51:20 +0100
LONDONDERRY-CREGGAN-RES,Ireland/Northern Ireland,Londonderry,Y,1,9,1870,1960,2020-07-08 14:36:05 +0100
LONDONDERRY-DUNRUADH,Ireland/Northern Ireland,Londonderry,N,0,6,1900,1960,2020-07-06 23:17:54 +0100
LONG-ASHTON-ESTATE,England,Somerset,N,0,6,1870,1930,2020-09-06 16:32:17 +0100
LONG-ASHTON-RESEARCH-STATION,England,Somerset,N,0,5,1910,1960,2020-09-06 16:32:17 +0100
LONG-COMPTON-WESTON-PARK,England,Warwickshire,Y,1,7,1890,1960,2020-09-14 15:36:13 +0100
LONG-SUTTON-SOMERSET,England,Somerset,Y,1,3,1850,1879,2020-12-13 23:08:23 +0000
LONG-WITTENHAM-LOVEGROVES-COTTAGE,England,Berkshire,Y,1,3,1880,1909,2020-11-16 23:16:55 +0000
LONG-WITTENHAM-MANOR-HOUSE,England,Berkshire,Y,1,10,1850,1950,2020-11-06 11:36:45 +0000
LONGFORMACUS-RAWBURN,Scotland,Berwickshire,Y,1,3,1880,1909,2020-12-11 17:08:20 +0000
LONGFORMACUS-WHITCHESTER,Scotland,Berwickshire,Y,1,3,1931,1960,2020-12-11 17:08:20 +0000
LONGLEAT,England,Wiltshire,Y,1,3,1677,1886,2020-07-08 14:36:05 +0100
LONGTON-THE-MEIR,England,Staffordshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
LONGWOOD-BILBERRY-EDGE,England,Yorkshire West Riding,Y,1,5,1860,1909,2020-12-16 13:13:01 +0000
LONGWOOD-HUDDERSFIELD,England,Yorkshire West Riding,N,0,3,1850,1879,2020-09-21 23:38:46 +0100
LOOE-MORVAL,England,Cornwall,N,0,6,1890,1950,2020-08-07 00:11:14 +0100
LOSTWITHIEL-LANWITHAN,England,Cornwall,N,0,5,1880,1930,2020-06-30 23:28:38 +0100
LOUGHBOROUGH-CEDAR-COTTAGE,England,Leicestershire,N,0,5,1850,1899,2020-10-08 13:01:46 +0100
LOUGHBOROUGH-NAN-PANTON-RES,England,Leicestershire,Y,2,10,1880,1960,2020-10-08 13:01:46 +0100
LOUGHBOROUGH-SEWAGE-FARM,England,Leicestershire,N,0,6,1900,1960,2020-08-03 16:59:05 +0100
LOUGHBOROUGH-THE-WIDENINGS,England,Leicestershire,N,0,7,1890,1960,2020-08-03 16:59:05 +0100
LOUGHBOROUGH-VICTORIA-STREET,England,Leicestershire,N,0,7,1870,1909,2020-08-03 16:59:05 +0100
LOUGHGALL-MANOR-HOUSE,Ireland/Northern Ireland,Armagh,N,0,4,1890,1930,2020-09-24 18:32:11 +0100
LOUGHTON-HIGH-BEECH,England,Essex,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
LOUND-PUMPING-STATION,England,Suffolk,Y,1,7,1890,1960,2020-09-14 15:36:13 +0100
LOUTH-GOSPELGATE,England,Lincolnshire,Y,1,5,1860,1909,2020-11-16 23:16:55 +0000
LOUTH-WESTGATE,England,Lincolnshire,Y,2,8,1870,1940,2020-11-16 23:16:55 +0000
LOWDHAM-CHILWELL-NURSERIES,England,Nottinghamshire,N,0,5,1900,1950,2020-12-14 19:25:52 +0000
LOWER-BEEDING-THE-WARREN,England,Sussex,Y,1,5,1910,1960,2020-12-19 00:27:45 +0000
LOWER-PENARTH,Wales,Glamorgan,N,0,6,1900,1960,2020-07-22 14:47:49 +0100
LOWER-RIVINGTON,England,Lancashire,N,0,10,1880,1960,2020-06-02 01:02:15 +0100
LOWER-SWINESHAW-RES,England,"[CHOICE] Cheshire, Lancashire",Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
LOWESTOFT-GRAMMAR-SCHOOL,England,Suffolk,Y,2,11,1870,1960,2020-10-03 18:14:30 +0100
LOWESTOFT-SOMERLEYTON-HALL,England,Suffolk,Y,1,3,1860,1889,2020-12-11 17:08:20 +0000
LOWESTOFT-SOMERLEYTON-RECTORY,England,Suffolk,Y,1,4,1860,1899,2020-12-11 17:08:20 +0000
LOWESWATER-LAKE,England,Cumberland,Y,1,2,1840,1859,2020-11-10 17:41:42 +0000
LOWESWATER-WATEREND,England,Cumberland,Y,1,4,1860,1899,2020-11-06 21:54:10 +0000
LOWTHORPE-THE-ELMS,England,Yorkshire East Riding,Y,2,10,1870,1960,2020-11-02 13:13:18 +0000
LOXLEY-VALLEY-BROADCAR,England,Yorkshire West Riding,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
LOXLEY-VALLEY-DALE-DIKE-RES,England,Yorkshire West Riding,N,0,7,1910,1960,2020-10-29 09:23:05 +0000
LOXLEY-VALLEY-EMLIN-MOOR,England,Yorkshire West Riding,N,0,6,1910,1960,2020-12-14 19:25:52 +0000
LOXLEY-VALLEY-LOFTSHAW-STRINES,England,Yorkshire West Riding,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
LOXLEY-VALLEY-ROCHER-FLAT,England,Yorkshire West Riding,N,0,6,1910,1960,2020-10-29 09:23:05 +0000
LOXLEY-VALLEY-THORNSEAT,England,Yorkshire West Riding,N,0,5,1910,1960,2020-12-14 19:25:52 +0000
LUDGERSHALL-CONHOLT-PARK,England,Wiltshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
LUDGERSHALL-MIX,England,"[CHOICE] Hampshire, Wiltshire",N,0,14,1860,1919,2020-09-21 20:54:48 +0100
LUDGVAN,England,Cornwall,N,0,6,1677,1886,2020-07-02 20:56:34 +0100
LUDLOW-ASHFORD-MIX,England,Shropshire,Y,3,8,1880,1930,2020-10-13 12:47:16 +0100
LUDLOW-BROMFIELD,England,Shropshire,Y,2,7,1880,1950,2020-10-13 12:47:16 +0100
LUDLOW-OBS-MARSTON,England,Shropshire,Y,2,6,1920,1960,2020-10-07 23:32:37 +0100
LUMPHANAN,Scotland,Aberdeenshire,Y,2,6,1910,1960,2020-12-15 13:23:52 +0000
LUNEDALE-GRASSHOLME-RES,England,Yorkshire North Riding,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
LUNEDALE-LUNEHEAD,England,Yorkshire North Riding,N,0,8,1870,1960,2020-07-31 00:39:46 +0100
LUNEDALE-SELSET,England,Yorkshire North Riding,N,0,6,1900,1960,2020-07-31 00:39:46 +0100
LURGAN-BELLE-VUE,Ireland/Northern Ireland,Armagh,N,0,8,1880,1960,2020-07-06 23:17:54 +0100
LUTON-PUMPING-STATION,England,Bedfordshire,Y,3,8,1880,1960,2020-07-10 11:47:25 +0100
LUTON-STOCKWOOD,England,Bedfordshire,Y,1,4,1900,1940,2020-11-10 17:41:42 +0000
LUTON-THE-DOWNS,England,Bedfordshire,Y,2,6,1900,1950,2020-11-10 17:41:42 +0000
LUTON-WARDOWN-PARK,England,Bedfordshire,Y,1,4,1920,1960,2020-11-10 17:41:42 +0000
LYDBURY-NORTH-TOTTERTON,England,Shropshire,Y,1,8,1880,1960,2020-10-07 15:46:25 +0100
LYDNEY-CLANNA,England,Gloucestershire,N,0,6,1880,1940,2020-08-03 16:59:05 +0100
LYME-REGIS,England,Dorset,N,0,4,1860,1899,2020-10-22 00:21:29 +0100
LYME-REGIS-HORN-BRIDGE,England,Dorset,N,0,5,1910,1960,2020-07-31 15:48:44 +0100
LYME-REGIS-PINHAY,England,Devon,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
LYME-REGIS-ROUSDON,England,Devon,N,0,8,1880,1930,2020-07-26 23:24:24 +0100
LYMINGTON,England,Hampshire,N,0,3,1931,1960,2020-10-08 13:01:46 +0100
LYMINGTON-THE-SALTERNS,England,Hampshire,N,0,6,1890,1950,2020-08-03 16:59:05 +0100
LYMM-STATHAM-LODGE,England,Cheshire,N,0,5,1870,1899,2020-10-22 00:21:29 +0100
LYNDON-RUTLAND,England,Rutland,Y,1,10,1677,1886,2020-11-11 22:42:28 +0000
LYNMOUTH-GLENTHORNE,England,Devon,N,0,4,1870,1909,2020-10-22 00:21:29 +0100
LYNTON-LEE-ABBEY,England,Devon,N,0,6,1870,1930,2020-07-26 23:24:24 +0100
MABLETHORPE-TRUSTHORPE-HALL,England,Lincolnshire,Y,1,4,1900,1940,2020-11-10 17:41:42 +0000
MACCLESFIELD,England,Cheshire,Y,1,8,1850,1930,2020-07-08 14:36:05 +0100
MACCLESFIELD-PARK-GREEN,England,Cheshire,Y,1,4,1850,1889,2020-10-03 18:14:30 +0100
MACCLESFIELD-TOWN-HALL,England,Cheshire,N,0,2,1860,1879,2020-09-28 10:21:39 +0100
MACCLESFIELD-WEST-PARK,England,Cheshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
MACHYNLLETH-PLAS,Wales,Montgomeryshire,Y,2,6,1860,1950,2020-11-10 17:41:42 +0000
MADRYN-CASTLE-FARM-SCHOOL,Wales,Caernarfonshire,N,0,5,1910,1960,2020-11-06 11:36:45 +0000
MAENDOCHOG-DDOLWEN-BRIDGE,Wales,Pembrokeshire,N,0,3,1931,1960,2020-12-17 17:19:08 +0000
MAER-HALL-GDNS,England,Staffordshire,Y,1,7,1890,1960,2020-12-16 23:16:29 +0000
MAES-Y-BETTWS,Wales,Cardiganshire,N,0,6,1890,1950,2020-10-03 18:14:30 +0100
MAESTEG-ISOLATION-HOSPITAL,Wales,Glamorgan,N,0,4,1920,1960,2020-10-06 11:38:31 +0100
MAIDEN-BRADLEY,England,Wiltshire,N,0,13,1880,1960,2020-07-28 14:13:40 +0100
MAIDEN-NEWTON-CATTISTOCK-LODGE,England,Dorset,N,0,5,1880,1930,2020-07-31 15:48:44 +0100
MAIDENHEAD-BOULTERS-LOCK,England,Berkshire,Y,1,5,1910,1960,2020-11-10 17:41:42 +0000
MAIDENHEAD-COOKHAM-VICARAGE,England,Berkshire,Y,1,5,1860,1909,2020-07-08 14:36:05 +0100
MAIDENHEAD-LOWOOD,England,Berkshire,Y,1,4,1870,1909,2020-11-10 17:41:42 +0000
MAIDENHEAD-THE-NEW-HALL,England,Berkshire,N,0,3,1920,1950,2020-12-16 23:16:29 +0000
MAIDSTONE,England,Kent-stayed-Kent,Y,1,2,1840,1859,2020-12-19 23:17:15 +0000
MAIDSTONE-ALLINGTON-LOCK,England,Kent-stayed-Kent,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
MAIDSTONE-BRENCHLEY-GDNS,England,Kent-stayed-Kent,Y,1,6,1900,1960,2020-09-14 15:36:13 +0100
MAIDSTONE-DETLING,England,Kent-stayed-Kent,Y,2,8,1880,1950,2020-12-11 17:08:20 +0000
MAIDSTONE-HUNTON-COURT,England,Kent-stayed-Kent,Y,1,5,1850,1899,2020-09-14 15:36:13 +0100
MAIDSTONE-LINTON-PARK,England,Kent-stayed-Kent,Y,2,9,1850,1930,2020-07-08 14:36:05 +0100
MAIDSTONE-LOWER-TOVIL,England,Kent-stayed-Kent,Y,1,5,1870,1919,2020-12-19 23:17:15 +0000
MAIDSTONE-MILL-ST,England,Kent-stayed-Kent,Y,1,8,1890,1960,2020-12-19 23:17:15 +0000
MAIDSTONE-SOMERFIELD,England,Kent-stayed-Kent,Y,1,3,1850,1879,2020-09-14 15:36:13 +0100
MAIDSTONE-WW-BARMING,England,Kent-stayed-Kent,Y,1,7,1890,1960,2020-07-15 20:09:52 +0100
MAKERSTOUN,Scotland,Roxburghshire,Y,4,7,1830,1859,2020-11-16 23:16:55 +0000
MALAHIDE-SEAMOUNT,Ireland/Republic of Ireland,Dublin,N,0,4,1900,1940,2020-10-06 11:38:31 +0100
MALDON,England,Essex,Y,1,4,1920,1960,2020-11-06 21:54:10 +0000
MALHAM-TARN,England,Yorkshire West Riding,Y,2,13,1870,1960,2020-12-16 13:13:01 +0000
MALIN-HEAD,Ireland/Republic of Ireland,Donegal,Y,2,8,1880,1940,2020-07-08 14:36:05 +0100
MALLOW-LONGUEVILLE,Ireland/Republic of Ireland,Cork,N,0,5,1890,1940,2020-08-17 23:08:27 +0100
MALMESBURY-CHARLTON,England,Wiltshire,N,0,7,1870,1930,2020-07-28 14:13:40 +0100
MALTON,England,Yorkshire North Riding,N,0,7,1677,1899,2020-10-12 23:15:37 +0100
MALVERN-BRITISH-CAMP-RES,England,Worcestershire,Y,2,9,1890,1960,2020-07-15 11:08:31 +0100
MALVERN-WEST,England,Worcestershire,Y,2,7,1860,1960,2020-12-14 13:23:39 +0000
MANCHESTER-ARDWICK,England,Lancashire,Y,1,6,1820,1889,2020-09-14 15:36:13 +0100
MANCHESTER-CHARLTON,England,Lancashire,Y,1,4,1677,1886,2020-10-03 18:14:30 +0100
MANCHESTER-DALTON,England,Lancashire,Y,2,8,1677,1886,2020-09-14 15:36:13 +0100
MANCHESTER-FAIRFIELD,England,Lancashire,Y,3,10,1840,1930,2020-11-11 22:42:28 +0000
MANCHESTER-HANSON,England,"[CHOICE] Cheshire, Lancashire",N,0,6,1677,1886,2020-08-09 14:04:50 +0100
MANCHESTER-HOSPITAL,England,Lancashire,N,0,2,1677,1886,2020-10-12 23:15:37 +0100
MANCHESTER-HULLARD-PARK,England,Lancashire,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
MANCHESTER-MARKET-ST,England,Lancashire,Y,1,4,1820,1859,2020-09-14 15:36:13 +0100
MANCHESTER-NEWTON-HEATH,England,Lancashire,N,0,4,1870,1909,2020-09-02 23:14:52 +0100
MANCHESTER-OLD-TRAFFORD,England,Lancashire,N,0,9,1850,1960,2020-08-07 00:11:14 +0100
MANCHESTER-OLDHAM-ROAD,England,Lancashire,N,0,5,1890,1940,2020-09-02 23:14:52 +0100
MANCHESTER-PICCADILLY,England,Lancashire,Y,1,8,1850,1930,2020-07-08 14:36:05 +0100
MANCHESTER-PLYMOUTH-GROVE,England,Lancashire,N,0,4,1870,1909,2020-09-02 23:14:52 +0100
MANCHESTER-SALFORD,England,Lancashire,N,0,3,1677,1886,2020-07-08 09:55:21 +0100
MANCHESTER-WHITWORTH-PARK,England,Lancashire,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
MANSFIELD-WW-RAINWORTH,England,Nottinghamshire,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
MARAZION,England,Cornwall,Y,1,6,1840,1919,2020-07-08 14:36:05 +0100
MARCH,England,Cambridgeshire,Y,3,13,1870,1960,2020-07-08 14:36:05 +0100
MARCHMONT-HOUSE,Scotland,Berwickshire,Y,1,10,1860,1960,2020-07-24 21:28:29 +0100
MARESFIELD-FOREST-LODGE,England,Sussex,Y,1,6,1850,1909,2020-07-08 14:36:05 +0100
MARESFIELD-RECTORY,England,Sussex,Y,1,3,1850,1879,2020-10-15 21:39:29 +0100
MARGATE,England,Kent-stayed-Kent,Y,4,11,1880,1960,2021-01-12 20:43:39 +0000
MARGATE-ACOL,England,Kent-stayed-Kent,Y,1,3,1860,1889,2020-07-27 16:01:44 +0100
MARKET-BOSWORTH-OSBASTON-HALL,England,Leicestershire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
MARKET-DEEPING-ETTON,England,Northamptonshire,Y,1,6,1900,1960,2020-12-19 23:17:15 +0000
MARKET-DEEPING-WILSTHORPE,England,Lincolnshire,Y,1,8,1880,1960,2020-12-14 13:23:39 +0000
MARKET-DRAYTON-BUNTINGSDALE,England,Shropshire,Y,1,5,1870,1919,2020-10-03 18:14:30 +0100
MARKET-DRAYTON-OLD-SPRINGS,England,Staffordshire,N,0,7,1880,1940,2020-12-16 23:16:29 +0000
MARKET-HARBORO-FOXTON-LOCKS,England,Leicestershire,Y,1,6,1820,1889,2020-07-08 14:36:05 +0100
MARKET-HARBOROUGH-BRAYBROOKE,England,Northamptonshire,Y,1,2,1860,1879,2020-11-16 23:16:55 +0000
MARKET-HARBOROUGH-DINGLEY,England,Northamptonshire,Y,1,5,1900,1950,2020-11-16 23:16:55 +0000
MARKET-HARBOROUGH-ROSE-HILL,England,Leicestershire,Y,1,5,1900,1950,2020-12-19 23:17:15 +0000
MARKET-OVERTON,England,Rutland,Y,1,5,1870,1919,2020-11-11 22:42:28 +0000
MARKET-RASEN-RAILWAY-STATION,England,Lincolnshire,Y,2,12,1850,1930,2020-11-16 23:16:55 +0000
MARKET-WEIGHTON-DALTON,England,Yorkshire East Riding,Y,2,10,1880,1960,2020-10-09 13:33:15 +0100
MARKINCH-CARRISTON-RES,Scotland,Fife,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
MARKINCH-COUL-RES,Scotland,Fife,Y,1,6,1900,1960,2020-10-28 15:35:08 +0000
MARKREE-OBSERVATORY,Ireland/Republic of Ireland,Sligo,Y,3,18,1830,1940,2020-11-11 22:42:28 +0000
MARLBOROUGH-COLLEGE,England,Wiltshire,Y,3,12,1860,1960,2020-07-08 14:36:05 +0100
MARLBOROUGH-MILDENHALL,England,Wiltshire,N,0,8,1860,1930,2020-08-07 00:11:14 +0100
MARLOW-TEMPLE-HOUSE,England,Berkshire,N,0,4,1890,1930,2020-12-16 23:16:29 +0000
MARLOW-THAMES-BANK,England,Buckinghamshire,Y,1,4,1890,1930,2020-12-13 23:08:23 +0000
MARPLE-AQUEDUCT,England,Cheshire,Y,1,6,1850,1909,2020-07-08 14:36:05 +0100
MARPLE-TOP-LOCK,England,Cheshire,Y,2,11,1677,1930,2020-07-08 14:36:05 +0100
MARSDEN-DEER-HILL,England,Yorkshire West Riding,Y,2,15,1880,1960,2020-12-14 13:23:39 +0000
MARTINHOE-RECTORY,England,Devon,N,0,4,1890,1930,2020-10-21 13:07:16 +0100
MARTLEY-IVY-AND-RECTORY,England,Worcestershire,Y,1,6,1890,1950,2020-08-09 14:15:40 +0100
MARY-TAVY,England,Devon,N,0,6,1900,1960,2020-10-21 13:07:16 +0100
MARYLEBONE-REGENTS-PARK,England,Middlesex-became-London,Y,1,11,1860,1960,2020-10-03 18:14:30 +0100
MARYPORT-NETHERHALL,England,Cumberland,Y,1,6,1860,1919,2020-11-06 21:54:10 +0000
MASHAM-MOOR-BREARY-BANK,England,Yorkshire North Riding,N,0,6,1900,1960,2020-07-27 15:55:11 +0100
MASHAM-MOOR-HIGH-SOUR-MINE,England,Yorkshire North Riding,N,0,9,1880,1960,2020-07-27 15:55:11 +0100
MASHAM-MOOR-LEIGHTON-HEALEY,England,Yorkshire North Riding,N,0,16,1880,1960,2020-07-27 15:55:11 +0100
MASHAM-MOOR-LOW-HOUSES,England,Yorkshire North Riding,N,0,9,1880,1960,2020-07-27 15:55:11 +0100
MASHAM-MOOR-ROUNDHILL,England,Yorkshire North Riding,N,0,8,1900,1960,2020-07-27 15:55:11 +0100
MASHAM-MOOR-SOMERSIDE,England,Yorkshire North Riding,N,0,11,1880,1960,2020-07-27 15:55:11 +0100
MASHAM-MOOR-TOWLER-HILL,England,Yorkshire North Riding,N,0,5,1910,1960,2020-10-21 13:07:16 +0100
MATLOCK-BATH-LOWER-TOWER,England,Derbyshire,N,0,10,1860,1940,2020-06-25 00:54:38 +0100
MATLOCK-ROCKSIDE,England,Derbyshire,N,0,5,1900,1950,2020-10-06 21:52:24 +0100
MATTERDALE-FELL,England,Cumberland,Y,1,2,1860,1879,2020-11-06 21:54:10 +0000
MAUGHOLD-HEAD,Isle of Man,Isle of Man,Y,1,5,1910,1960,2020-12-14 13:23:39 +0000
MAUNBY-HALL,England,Yorkshire North Riding,N,0,6,1900,1960,2020-09-02 23:14:52 +0100
MAXWELTON-HOUSE,Scotland,Dumfriesshire,Y,2,11,1880,1960,2020-12-16 13:13:01 +0000
MAYBOLE-CULZEAN-GDNS,Scotland,Ayrshire,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
MAYBOLE-KNOCKDON,Scotland,Ayrshire,Y,3,8,1900,1940,2020-08-07 00:11:14 +0100
MAYFIELD-HOUSE-ASHBOURNE,England,Staffordshire,Y,3,9,1900,1950,2020-12-16 23:16:29 +0000
MEASAND-BECK-KEASGILL,England,Westmorland,N,0,5,1910,1960,2020-12-14 19:25:52 +0000
MEIFOD-COED-Y-MAEN,Wales,Montgomeryshire,N,0,3,1890,1919,2020-12-16 23:16:29 +0000
MEIFOD-TANYFRON,Wales,Montgomeryshire,N,0,2,1890,1909,2020-12-16 23:16:29 +0000
MEIGLE-ARTHURSTONE,Scotland,Perthshire,Y,2,6,1870,1899,2020-12-09 22:15:20 +0000
MEIGLE-BELMONT-CASTLE,Scotland,Perthshire,Y,3,9,1677,1889,2020-10-03 18:14:30 +0100
MELBOURNE-THE-GRANGE,England,Derbyshire,N,0,3,1870,1899,2020-11-13 23:28:57 +0000
MELBOURNE-VICARAGE,England,Derbyshire,N,0,4,1890,1940,2020-09-03 21:40:44 +0100
MELDRETH-CHISWICK-FARM,England,Cambridgeshire,Y,2,7,1900,1960,2020-10-09 13:33:15 +0100
MELLING-HORNBY,England,Lancashire,Y,1,6,1860,1919,2020-07-08 14:36:05 +0100
MELROSE-ABBEY-GATE,Scotland,Roxburghshire,Y,1,3,1870,1899,2020-10-15 21:39:29 +0100
MELROSE-ASYLUM,Scotland,Roxburghshire,Y,2,15,1870,1960,2020-11-06 11:36:45 +0000
MELROSE-THE-ANCHORAGE,Scotland,Roxburghshire,Y,2,6,1900,1960,2020-12-14 13:23:39 +0000
MELTHAM-BROW-GRAINS,England,Yorkshire West Riding,Y,1,8,1880,1960,2020-12-14 13:23:39 +0000
MELTHAM-GRANGE,England,Yorkshire West Riding,Y,1,10,1860,1960,2020-07-08 14:36:05 +0100
MELTHAM-HARDEN-MOSS,England,Yorkshire West Riding,Y,2,15,1860,1960,2020-10-03 18:14:30 +0100
MELTHAM-HAREWOOD-LODGE,England,Yorkshire West Riding,N,0,8,1880,1940,2020-07-24 21:28:29 +0100
MELTHAM-ROYD-EDGE,England,Yorkshire West Riding,N,0,8,1890,1960,2020-07-24 21:28:29 +0100
MELTON-MOWBRAY-ASFORDBY,England,Leicestershire,N,0,2,1860,1879,2020-10-06 21:52:24 +0100
MELTON-MOWBRAY-DALBY-HALL,England,Leicestershire,N,0,3,1860,1889,2020-10-26 22:36:22 +0000
MELTON-MOWBRAY-THORPE-ARNOLD,England,Leicestershire,N,0,3,1870,1899,2020-10-06 21:52:24 +0100
MELTON-MOWBRAY-WHITE-LODGE,England,Leicestershire,N,0,5,1910,1960,2020-10-06 21:52:24 +0100
MELTON-ST-AUDRYS-HOSPITAL,England,Suffolk,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
MELVICH,Scotland,Sutherland,Y,4,7,1900,1960,2020-10-22 22:18:37 +0100
MENAI-STRAITS,Wales,Caernarfonshire,Y,1,1,1840,1849,2020-10-12 23:15:37 +0100
MENAIFRON,Wales,Anglesey,Y,1,4,1860,1919,2020-12-17 17:19:08 +0000
MENHENIOT-COLDRENICK,England,Cornwall,N,0,5,1890,1940,2020-09-21 23:38:46 +0100
MENTEITH-CARDROSS,Scotland,Perthshire,Y,1,4,1860,1899,2020-10-28 15:35:08 +0000
MERE-CHARNAGE,England,Wiltshire,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
MERTHYR-CYNOG,Wales,Brecknockshire,N,0,3,1890,1919,2020-10-28 15:35:08 +0000
MERTHYR-MAWR,Wales,Glamorgan,Y,1,5,1910,1960,2020-09-14 15:36:13 +0100
MERTHYR-TYDFIL-PENBRYN-FILTERS,Wales,Glamorgan,Y,2,8,1900,1960,2020-09-14 15:36:13 +0100
MERTHYR-TYDVIL-THE-HOLLIES,Wales,Glamorgan,N,0,2,1860,1879,2020-09-07 16:31:53 +0100
MEXBOROUGH,England,Yorkshire West Riding,N,0,8,1890,1960,2020-07-01 17:36:52 +0100
MICKLEDEN,England,Westmorland,Y,1,5,1900,1950,2020-12-14 13:23:39 +0000
MICKLEHAM-JUNIPER-HALL,England,Surrey-stayed-Surrey,N,0,6,1890,1960,2020-07-01 17:36:52 +0100
MICKLEOVER,England,Derbyshire,N,0,2,1860,1879,2020-09-21 23:38:46 +0100
MICKLEOVER-HOSPITAL,England,Derbyshire,Y,1,7,1890,1960,2020-07-08 14:36:05 +0100
MICKLEOVER-MANOR,England,Derbyshire,Y,1,6,1870,1930,2020-07-08 14:36:05 +0100
MICKLETON-LIME-KILN,England,Yorkshire North Riding,Y,2,9,1870,1930,2020-10-03 18:14:30 +0100
MIDDLESBOROUGH-ALBERT-PARK,England,Yorkshire North Riding,Y,1,8,1880,1960,2020-07-08 14:36:05 +0100
MIDDLESBOROUGH-SOUTHFIELD-VILLAS,England,Yorkshire North Riding,N,0,3,1860,1889,2020-09-21 23:38:46 +0100
MIDDLETON-IN-CHIRBURY,England,Shropshire,Y,1,4,1870,1909,2020-10-07 23:32:37 +0100
MIDDLETON-IN-TEESDALE-NEWBIGGIN,England,Durham,Y,2,6,1920,1960,2020-12-16 13:13:01 +0000
MIDDLETON-ON-THE-WOLDS,England,Yorkshire East Riding,Y,1,9,1820,1909,2020-10-20 00:02:18 +0100
MIDDLETON-TYAS,England,Yorkshire North Riding,N,0,6,1870,1950,2020-07-28 16:23:29 +0100
MIDDLEWICH,England,Cheshire,N,0,7,1890,1960,2020-07-01 17:36:52 +0100
MIDDLEWICH-BOSTOCK-HALL,England,Cheshire,Y,2,10,1880,1960,2020-07-08 14:36:05 +0100
MIDHOPE-MOOR-BARNSIDE,England,Yorkshire West Riding,N,0,5,1910,1960,2020-10-29 09:23:05 +0000
MIDHURST-LYNCH,England,Sussex,Y,1,5,1870,1919,2020-10-15 21:39:29 +0100
MIDHURST-ST-ANNS,England,Sussex,Y,1,3,1880,1909,2020-12-13 23:08:23 +0000
MIDLETON-BALLINACURRA,Ireland/Republic of Ireland,Cork,N,0,4,1900,1940,2020-11-17 01:16:19 +0000
MIDMAR-BLACKSTOCK,Scotland,Aberdeenshire,Y,1,4,1860,1899,2020-10-28 15:35:08 +0000
