src_id,Station name,Area,Area type,Station start date,Station end date,Latitude,Longitude,Postcode,Open datasets available
5494,WALTHAM ABBEY: RAMMEY MARSH,GREATER LONDON,COUNTY,[1890-01-01],[1956-12-31],51.6751,-0.00974,EN9 3,
715,WALTHAM CROSS: CAPEL MANOR,GREATER LONDON,COUNTY,[1988-01-01],[1992-12-31],51.6795,-0.05439,EN7 5,DR DT DW HW
5495,WALTHAM CROSS S WKS,GREATER LONDON,COUNTY,[1916-01-01],[1957-12-31],51.6789,-0.02259,EN8 7,
5536,WALTHAMSTOW: COPPERMILLS WKS,GREATER LONDON,COUNTY,[1972-01-01],[Current],51.5761,-0.04807,E17 7,
5535,WALTHAMSTOW: FERRY LANE,GREATER LONDON,COUNTY,[1895-01-01],[1970-12-31],51.585,-0.05121,E17 6,
5534,WALTHAMSTOW: LLOYD PARK,GREATER LONDON,COUNTY,[1962-01-01],[1981-12-31],51.5908,-0.0192,E17 4,
5538,WALTHAMSTOW: LOWHALL FARM DEPOT,GREATER LONDON,COUNTY,[1971-01-01],[1988-12-31],51.5748,-0.03289,E17 8,
6647,WANDSWORTH: KING GEORGES PARK,GREATER LONDON,COUNTY,[1975-01-01],[1987-12-31],51.4524,-0.19506,SW18 4,
5362,WANSTEAD: REDBRIDGE P STA,GREATER LONDON,COUNTY,[1900-01-01],[1986-12-31],51.5744,0.04215,IG1 3,
712,WEALDSTONE,GREATER LONDON,COUNTY,[1923-01-01],[1982-12-31],51.594,-0.34828,HA2 6,DT DW HW ST
16750,WEALDSTONE NO 2,GREATER LONDON,COUNTY,[1960-01-01],[1962-12-31],51.5893,-0.32968,HA1 2,
5614,WEALDSTONE S WKS,GREATER LONDON,COUNTY,[1928-01-01],[1937-12-31],51.5891,-0.31814,HA3 8,
6312,WEST DRAYTON P STA,GREATER LONDON,COUNTY,[1958-01-01],[1984-12-31],51.5103,-0.46949,UB7 8,
5551,WEST HAM: ABBEY MILLS P STA,GREATER LONDON,COUNTY,[1891-01-01],[1998-05-05],51.5302,-0.0002,E15 2,
5610,WEST HENDON: WOODFIELD NURSERIES,GREATER LONDON,COUNTY,[1977-01-01],[1989-12-31],51.5719,-0.2495,NW9 7,
16748,WESTMINSTER: WESTERN P STA,GREATER LONDON,COUNTY,[1891-01-01],[1978-12-31],51.4867,-0.1476,SW1W 8,
6683,WEST WICKHAM: PICKHURST RISE,GREATER LONDON,COUNTY,[1955-01-01],[1961-12-31],51.3791,0.00039,BR4 0,
6677,WEST WICKHAM P STA,GREATER LONDON,COUNTY,[1936-01-01],[1972-12-31],51.3623,-0.01902,CR0 9,
6678,WEST WICKHAM: WOODLAND WAY,GREATER LONDON,COUNTY,[1931-01-01],[1951-12-31],51.3685,-0.01444,BR4 9,
5499,WHITEWEBBS PARK,GREATER LONDON,COUNTY,[1939-01-01],[1990-12-31],51.6727,-0.08216,EN2 9,
5620,WILLESDEN RESR,GREATER LONDON,COUNTY,[1914-01-01],[1989-12-31],51.5429,-0.23186,NW10 2,
6591,WIMBLEDON: MIDMOOR ROAD,GREATER LONDON,COUNTY,[1943-01-01],[1949-12-31],51.4185,-0.21221,SW19 4,
6645,WIMBLEDON P STA,GREATER LONDON,COUNTY,[1890-01-01],[1971-12-31],51.4298,-0.19019,SW19 8,
6610,WOODCOTE PARK,GREATER LONDON,COUNTY,[1936-01-01],[1966-12-31],51.3267,-0.14975,CR3 2,
5645,WOOD END NURSERIES,GREATER LONDON,COUNTY,[1961-01-01],[1974-12-31],51.5195,-0.42305,UB3 2,
5360,WOODFORD BRIDGE: RAY PARK NURSERY,GREATER LONDON,COUNTY,[1979-01-01],[2003-03-01],51.6103,0.04665,IG8 7,
5533,WOODFORD: HAGGAR LANE P STA,GREATER LONDON,COUNTY,[1884-01-01],[1991-12-31],51.593,0.00977,E17 4,
5520,WOOD GREEN: MARYLAND ROAD,GREATER LONDON,COUNTY,[1907-01-01],[1950-12-31],51.6093,-0.10651,N13 6,
5530,WOOD GREEN: WOLVES LANE,GREATER LONDON,COUNTY,[1972-01-01],[1990-12-31],51.6038,-0.10384,N22 5,
6579,WORCESTER PARK S WKS,GREATER LONDON,COUNTY,[1929-01-01],[1989-12-31],51.3856,-0.23506,KT4 8,
5575,WORMWOOD SCRUBBS,GREATER LONDON,COUNTY,[1963-01-01],[1966-12-31],51.5186,-0.22848,W12 0,
12134,ALTRINCHAM: NORMANS PLACE,GREATER MANCHESTER,COUNTY,[1880-01-01],[1973-12-31],53.3854,-2.35336,WA14 1,
11953,ASHTON-UNDER-LYNE: HENRIETTA STREET,GREATER MANCHESTER,COUNTY,[1909-01-01],[1977-12-31],53.4919,-2.09044,OL6 6,
11939,ASHWAY MOSS,GREATER MANCHESTER,COUNTY,[1883-01-01],[1982-12-31],53.5378,-1.95171,OL3 7,
12058,ASHWORTH MOOR RESR,GREATER MANCHESTER,COUNTY,[1909-01-01],[Current],53.6372,-2.25398,OL11 5,
12126,ATHERTON CEMETERY,GREATER MANCHESTER,COUNTY,[1938-01-01],[1971-12-31],53.5215,-2.50383,M29 0,
11970,AUDENSHAW RESR,GREATER MANCHESTER,COUNTY,[1952-01-01],[2001-09-01],53.4712,-2.13409,M34 5,
12120,BARTON MET OFFICE,GREATER MANCHESTER,COUNTY,[1933-01-01],[1941-12-31],53.4716,-2.3827,M30 7,
30513,BILLINGE HILL,GREATER MANCHESTER,COUNTY,[2002-03-01],[Current],53.5104,-2.71988,WN5 7,
12251,BILLINGE W WKS,GREATER MANCHESTER,COUNTY,[1918-01-01],[1972-11-30],53.5213,-2.71652,WN5 7,
11934,BIRCHEN CLOUGH,GREATER MANCHESTER,COUNTY,[1883-01-01],[1968-12-31],53.5414,-1.94869,OL3 7,
12028,BLACKSTONE EDGE,GREATER MANCHESTER,COUNTY,[1819-01-01],[1840-12-31],53.6439,-2.04236,OL15 0,
12026,BLACKSTONE EDGE RESR,GREATER MANCHESTER,COUNTY,[1866-01-01],[Current],53.6572,-2.04832,OL15 0,
1117,BOLTON,GREATER MANCHESTER,COUNTY,[1889-01-01],[1995-12-31],53.6,-2.41711,BL1 8,DR DT DW HW ST
12089,BOLTON: BRADSHAWGATE,GREATER MANCHESTER,COUNTY,[1929-01-01],[1965-12-31],53.5775,-2.42142,BL2 1,
12085,BOLTON GOLF CLUB,GREATER MANCHESTER,COUNTY,[1992-01-01],[Current],53.5826,-2.50978,BL6 4,
12087,BOLTON: HEATON RESR,GREATER MANCHESTER,COUNTY,[1859-01-01],[1991-12-31],53.5818,-2.47282,BL1 5,
25061,BOLTON: LEVER EDGE,GREATER MANCHESTER,COUNTY,[1999-10-01],[2006-01-01],53.5596,-2.39104,BL3,
12091,BOLTON: LEVERHULME AVENUE,GREATER MANCHESTER,COUNTY,[1964-01-01],[1979-12-31],53.5587,-2.4167,BL3 2,
12088,BOLTON: QUEENS PARK,GREATER MANCHESTER,COUNTY,[1892-01-01],[1958-12-31],53.5783,-2.4456,BL1 4,
16584,BOLTON: SMITHILLS HALL,GREATER MANCHESTER,COUNTY,[1995-01-01],[2001-04-01],53.6026,-2.44887,BL1 6,DR DT DW HW
11921,BREDBURY S WKS,GREATER MANCHESTER,COUNTY,[1943-01-01],[1974-12-31],53.4245,-2.12492,SK6 2,
12027,BROADHEAD,GREATER MANCHESTER,COUNTY,[1924-01-01],[1982-12-31],53.6502,-2.0469,OL15 0,
11927,BROADHEAD NODDLE,GREATER MANCHESTER,COUNTY,[1887-01-01],[Current],53.5883,-2.00538,OL3 5,
12034,BRUSHES CLOUGH,GREATER MANCHESTER,COUNTY,[1922-01-01],[1996-12-31],53.5845,-2.07251,OL2 8,
11951,BRUSHES FILTERS,GREATER MANCHESTER,COUNTY,[1913-01-01],[2017-10-20],53.4876,-2.01087,SK15 3,
12016,BURY: BEECH HILL,GREATER MANCHESTER,COUNTY,[1962-01-01],[1963-12-31],53.5878,-2.28555,BL9 7,
12062,BURY: BRIDGE HALL,GREATER MANCHESTER,COUNTY,[1922-01-01],[1949-12-31],53.5932,-2.26594,BL9 7,
25062,BURY: CLARKES HILL,GREATER MANCHESTER,COUNTY,[1999-09-24],[2006-01-01],53.5464,-2.31998,BL9,
12017,BURY: GREENHILL ROAD,GREATER MANCHESTER,COUNTY,[1934-01-01],[1958-12-31],53.6003,-2.33852,BL8 3,
12020,BURY S WKS,GREATER MANCHESTER,COUNTY,[1948-01-01],[Current],53.5671,-2.29534,BL9 9,
2596,CALF LEE,GREATER MANCHESTER,COUNTY,[1886-01-01],[2006-08-01],53.679,-2.07231,OL14 6,
11965,CHEADLE: ADSWOOD,GREATER MANCHESTER,COUNTY,[1898-01-01],[1946-12-31],53.3867,-2.17744,SK8 5,
11959,CHEADLE HEATH S WKS,GREATER MANCHESTER,COUNTY,[1928-01-01],[1962-12-31],53.4046,-2.19707,SK3 0,
12059,CHEESDEN BARN,GREATER MANCHESTER,COUNTY,[1904-01-01],[1955-12-31],53.649,-2.26478,OL12 7,
12023,CHELBURN RESRS,GREATER MANCHESTER,COUNTY,[1988-01-01],[2006-04-01],53.6636,-2.07265,OL15 0,
11942,CHEW: BLINDSTONES,GREATER MANCHESTER,COUNTY,[1938-01-01],[1982-12-31],53.509,-1.9427,OL3 7,
11945,CHEW-GREAT-GRUFF,GREATER MANCHESTER,COUNTY,[1938-01-01],[1972-12-31],53.5081,-1.95174,OL3 7,
11944,CHEW MOUNT RESR,GREATER MANCHESTER,COUNTY,[1883-01-01],[Current],53.5145,-1.94827,OL3 7,
11941,CHEW RESR,GREATER MANCHESTER,COUNTY,[1915-01-01],[1982-12-31],53.5144,-1.93062,OL3 7,
11943,CHEW SLUICE,GREATER MANCHESTER,COUNTY,[1938-01-01],[1982-12-31],53.5225,-1.94419,OL3 7,
11974,CHORLTON-CUM-HARDY S WKS,GREATER MANCHESTER,COUNTY,[1906-01-01],[1971-12-31],53.435,-2.28904,M21 2,
12035,COLD GREAVE,GREATER MANCHESTER,COUNTY,[1922-01-01],[1982-12-31],53.6079,-2.04988,OL15 0,
12044,COWM RESR,GREATER MANCHESTER,COUNTY,[1916-01-01],[Current],53.6636,-2.17958,OL12 8,
11922,CRAWSHAW RESR,GREATER MANCHESTER,COUNTY,[1922-01-01],[1964-12-31],53.5917,-2.02115,OL3 5,
11900,CROWDEN: MEADOW CLOUGH,GREATER MANCHESTER,COUNTY,[1935-01-01],[1981-12-31],53.5189,-1.88838,SK14 7,
12122,DAVYHULME S WKS,GREATER MANCHESTER,COUNTY,[1896-01-01],[Current],53.4608,-2.36453,M31 2,
11926,DENSHAW,GREATER MANCHESTER,COUNTY,[1930-01-01],[1964-12-31],53.5926,-2.0408,OL3 5,
11958,DENTON RESR,GREATER MANCHESTER,COUNTY,[1854-01-01],[Current],53.458,-2.13371,M34 2,
11957,DENTON S WKS,GREATER MANCHESTER,COUNTY,[1943-01-01],[1982-12-31],53.438,-2.11893,SK6 2,
11940,DOVE STONE RESR,GREATER MANCHESTER,COUNTY,[1971-01-01],[1993-12-31],53.5351,-1.9668,OL3 7,
11954,DUKINFIELD RESR,GREATER MANCHESTER,COUNTY,[1908-01-01],[1977-12-31],53.4713,-2.0678,SK16 5,
30139,DUKINFIELD S WKS,GREATER MANCHESTER,COUNTY,[2000-12-01],[Current],53.4658,-2.09947,SK16 4,
12157,DUNHAM MASSEY S WKS,GREATER MANCHESTER,COUNTY,[1936-01-01],[2014-02-01],53.3835,-2.41081,WA14 5,
11967,EAST DIDSBURY: PARRS WOOD,GREATER MANCHESTER,COUNTY,[1977-01-01],[2005-06-16],53.4107,-2.21539,M20 0,
12118,ECCLES S WKS,GREATER MANCHESTER,COUNTY,[1926-01-01],[1982-12-31],53.4725,-2.36312,M30 7,
12171,EDGE GREEN S WKS,GREATER MANCHESTER,COUNTY,[1966-01-01],[1976-12-31],53.4859,-2.61796,WN4 8,
12246,EDGEWOOD W WKS,GREATER MANCHESTER,COUNTY,[1967-01-01],[1974-12-31],53.5303,-2.7046,WN5 8,
12019,ELTON RESR,GREATER MANCHESTER,COUNTY,[1929-01-01],[1964-12-31],53.5823,-2.31572,BL8 2,
12018,ELTON RESR NO 2,GREATER MANCHESTER,COUNTY,[1961-01-01],[1989-12-31],53.5841,-2.31725,BL8 2,
11972,FALLOWFIELD: PLATT FIELDS PARK,GREATER MANCHESTER,COUNTY,[1914-01-01],[1994-12-31],53.4441,-2.22285,M14 7,
12052,FAR KNOWL FARM,GREATER MANCHESTER,COUNTY,[1911-01-01],[1955-12-31],53.6446,-2.2239,OL12 7,
11966,GATLEY: PARK ROAD,GREATER MANCHESTER,COUNTY,[1954-01-01],[1959-12-31],53.3928,-2.24363,M22 4,
12015,GIN HALL,GREATER MANCHESTER,COUNTY,[1897-01-01],[1966-12-31],53.6255,-2.29487,BL9 6,
12014,GIN HALL NO 1,GREATER MANCHESTER,COUNTY,[1876-01-01],[1964-12-31],53.6228,-2.29183,BL9 6,
11919,GLOSSOP S WKS,GREATER MANCHESTER,COUNTY,[1964-01-01],[Current],53.4484,-1.99389,SK14 6,
11955,GODLEY RESR,GREATER MANCHESTER,COUNTY,[1854-01-01],[Current],53.4546,-2.04987,SK14 3,
11971,GORTON RESR,GREATER MANCHESTER,COUNTY,[1880-01-01],[1957-12-31],53.4613,-2.15063,M18 8,
11946,GREENFIELD: LOWER CHEW,GREATER MANCHESTER,COUNTY,[1938-01-01],[1949-12-31],53.5234,-1.97134,OL3 7,
11935,GREENFIELD RESR,GREATER MANCHESTER,COUNTY,[1969-01-01],[1982-12-31],53.545,-1.95321,OL3 7,
11932,GREENFIELD S WKS,GREATER MANCHESTER,COUNTY,[1935-01-01],[Current],53.5353,-2.01272,OL3 7,
12090,HACKEN S WKS,GREATER MANCHESTER,COUNTY,[1944-01-01],[1964-12-31],53.5632,-2.39712,BL3 2,
12042,HAMER PASTURE RESR,GREATER MANCHESTER,COUNTY,[1911-01-01],[1982-12-31],53.6411,-2.15581,OL12 9,
12086,HARPERS FARM,GREATER MANCHESTER,COUNTY,[1929-01-01],[Current],53.5968,-2.4967,BL6 6,
12103,HEATON PARK,GREATER MANCHESTER,COUNTY,[1911-01-01],[Current],53.5348,-2.26201,M25 5,
12102,HEATON PARK RESR,GREATER MANCHESTER,COUNTY,[1924-01-01],[1982-12-31],53.5384,-2.2656,M25 6,
12056,HIGHER RED LUMB,GREATER MANCHESTER,COUNTY,[1911-01-01],[1955-12-31],53.64,-2.24354,OL12 7,
11949,HIGHER SWINESHAW RESR,GREATER MANCHESTER,COUNTY,[1909-01-01],[Current],53.4929,-1.98985,SK15 3,
24939,HINDLEY GREEN,GREATER MANCHESTER,COUNTY,[1998-12-01],[2002-05-31],53.5158,-2.55504,WN2,
11909,HOLLINGWORTH HALL MOOR,GREATER MANCHESTER,COUNTY,[1934-01-01],[1981-12-31],53.4821,-1.99699,SK15 3,
12030,HOLLINGWORTH LAKE,GREATER MANCHESTER,COUNTY,[1889-01-01],[1966-12-31],53.6304,-2.08772,OL15 0,
12031,HOLLINGWORTH LAKE 2,GREATER MANCHESTER,COUNTY,[1965-01-01],[2001-02-28],53.6313,-2.08772,OL15 0,
12238,HORWICH: LOWER KNOLL,GREATER MANCHESTER,COUNTY,[1900-01-01],[1950-12-31],53.6094,-2.53813,BL6 7,
12092,KEARSLEY: MOSSFIELD ROAD,GREATER MANCHESTER,COUNTY,[1966-01-01],[1971-12-31],53.5363,-2.38328,BL4 8,
12060,KILLGATE BROOK,GREATER MANCHESTER,COUNTY,[1904-01-01],[1955-12-31],53.6427,-2.25717,OL12 7,
12036,KITCLIFFE W WKS,GREATER MANCHESTER,COUNTY,[1870-01-01],[Current],53.6079,-2.05717,OL16 3,
12113,KNOTT HILL RESR,GREATER MANCHESTER,COUNTY,[1906-01-01],[1979-12-31],53.509,-2.06334,OL6 9,
12127,LEIGH: BEDFORD P STA,GREATER MANCHESTER,COUNTY,[1964-01-01],[Current],53.4957,-2.49953,WN7 2,
12125,LEIGH S WKS,GREATER MANCHESTER,COUNTY,[1903-01-01],[1982-12-31],53.4882,-2.51097,WN7 3,
12029,LONGDEN END,GREATER MANCHESTER,COUNTY,[1929-01-01],[Current],53.622,-2.0645,OL15 0,
12025,LOWER CHELBURN,GREATER MANCHESTER,COUNTY,[1924-01-01],[1987-12-31],53.6645,-2.07719,OL15 0,
11950,LOWER SWINESHAW RESR,GREATER MANCHESTER,COUNTY,[1867-01-01],[1982-12-31],53.4911,-1.99397,SK15 3,
11973,MANCHESTER: BURNAGE SCHOOL,GREATER MANCHESTER,COUNTY,[1935-01-01],[1946-12-31],53.4307,-2.2017,M19 1,
12114,MANCHESTER: CHARLTON,GREATER MANCHESTER,COUNTY,[1810-01-01],[1840-12-31],53.4666,-2.232,M13 9,
12115,MANCHESTER: HULLARD PARK,GREATER MANCHESTER,COUNTY,[1910-01-01],[1963-12-31],53.462,-2.26663,M16 9,
18904,MANCHESTER: HULME LIBRARY,GREATER MANCHESTER,COUNTY,[1996-05-01],[2013-11-01],53.4665,-2.25008,M15 5,
55525,MANCHESTER: OLDHAM ROAD,GREATER MANCHESTER,COUNTY,[1929-01-01],[1937-12-31],53.4855,-2.22909,M4 5,
56922,MANCHESTER UNIVERSITY,GREATER MANCHESTER,COUNTY,[2011-04-11],[2015-04-30],53.4437,-2.21211,M13 9,
1120,MANCHESTER WEATHER CENTRE,GREATER MANCHESTER,COUNTY,[1960-01-01],[1986-12-31],53.4827,-2.24264,M4 2,DT HW MW
16844,MANCHESTER: WHITWORTH PARK,GREATER MANCHESTER,COUNTY,[1896-01-01],[1957-12-31],53.4585,-2.23045,M15 6,
11884,MARPLE,GREATER MANCHESTER,COUNTY,[1972-01-01],[1998-11-01],53.3922,-2.05865,SK6 7,
11885,MELLOR,GREATER MANCHESTER,COUNTY,[1949-01-01],[1956-12-31],53.4003,-2.02256,SK6 5,
12039,MILNROW: BUTTERWORTH HALL,GREATER MANCHESTER,COUNTY,[1917-01-01],[1977-12-31],53.6079,-2.1043,OL16 3,
11947,MOSSLEY: MANOR HOUSE YARD,GREATER MANCHESTER,COUNTY,[1910-01-01],[1950-12-31],53.518,-2.04223,OL5 0,
12054,NADEN FILTERS,GREATER MANCHESTER,COUNTY,[1911-01-01],[1980-12-31],53.6437,-2.21633,OL12 7,
12048,NADEN: HIGHER HILL,GREATER MANCHESTER,COUNTY,[1990-01-01],[Current],53.6618,-2.24773,OL12 7,
12053,NADEN RESR,GREATER MANCHESTER,COUNTY,[1982-01-01],[Current],53.6459,-2.21754,OL12 7,
11898,NEAR BROADSLATE,GREATER MANCHESTER,COUNTY,[1931-01-01],[1982-12-31],53.5207,-1.91704,SK14 7,
12038,NEWHEY S WKS,GREATER MANCHESTER,COUNTY,[1914-01-01],[1978-12-31],53.5962,-2.10125,OL16 4,
11923,NEW YEARS BRIDGE,GREATER MANCHESTER,COUNTY,[1870-01-01],[1964-12-31],53.5926,-2.02115,OL3 5,
11969,NORTHENDEN S WKS,GREATER MANCHESTER,COUNTY,[1932-01-01],[1955-12-31],53.4144,-2.26031,M22 4,
12112,OLDHAM: ALEXANDRA PARK,GREATER MANCHESTER,COUNTY,[1955-01-01],[1998-09-30],53.5315,-2.1026,OL8 2,
12107,OLDHAM GAS WORKS,GREATER MANCHESTER,COUNTY,[1881-01-01],[1959-12-31],53.5558,-2.06341,OL4 3,
12111,OLDHAM: GLODWICK,GREATER MANCHESTER,COUNTY,[1959-01-01],[1975-12-31],53.5378,-2.09205,OL4 1,
12116,OLD TRAFFORD PUBLIC HALL,GREATER MANCHESTER,COUNTY,[1930-01-01],[1961-12-31],53.4611,-2.27716,M16 0,
11925,OX HEY,GREATER MANCHESTER,COUNTY,[1889-01-01],[1966-12-31],53.5899,-2.02266,OL3 5,
11924,OX HEY NO 2,GREATER MANCHESTER,COUNTY,[1965-01-01],[1982-12-31],53.5899,-2.02115,OL3 5,
12124,PLATT BRIDGE S WKS,GREATER MANCHESTER,COUNTY,[1944-01-01],[1983-12-31],53.5175,-2.58976,WN2 5,
12096,PRESTWICH RESR,GREATER MANCHESTER,COUNTY,[1873-01-01],[1977-12-31],53.5249,-2.28361,M25 8,
12095,PRESTWICH S WKS,GREATER MANCHESTER,COUNTY,[1919-01-01],[1989-12-31],53.5248,-2.30021,M25 7,
12013,RAMSBOTTOM,GREATER MANCHESTER,COUNTY,[1929-01-01],[1966-12-31],53.6471,-2.31318,BL0 9,
12093,RINGLEY S WKS,GREATER MANCHESTER,COUNTY,[1964-01-01],[Current],53.54,-2.35129,M26 9,
1135,RINGWAY,GREATER MANCHESTER,COUNTY,[1941-01-01],[Current],53.3559,-2.27949,M22 5,DR DT DW HR HW MW RA ST
1125,ROCHDALE,GREATER MANCHESTER,COUNTY,[1914-01-01],[Current],53.6085,-2.17709,OL11 4,DR DT DW HR HW MW RA ST
12043,ROCHDALE: FIELDHEAD YARD,GREATER MANCHESTER,COUNTY,[1896-01-01],[1956-12-31],53.624,-2.15272,OL12 0,
12047,ROCHDALE: LORD STREET,GREATER MANCHESTER,COUNTY,[1941-01-01],[1960-12-31],53.5934,-2.17377,OL11 1,
12040,ROCHDALE: MOSS LOCK,GREATER MANCHESTER,COUNTY,[1825-01-01],[1847-12-31],53.6105,-2.13,OL16 4,
12050,ROCHDALE: NADEN DEAN,GREATER MANCHESTER,COUNTY,[1870-01-01],[1955-12-31],53.6491,-2.21787,OL12 7,
11956,ROMILY,GREATER MANCHESTER,COUNTY,[1934-01-01],[1953-12-31],53.4227,-2.08277,SK6 4,
12097,ROYTON,GREATER MANCHESTER,COUNTY,[1928-01-01],[1955-12-31],53.5674,-2.12081,OL2 6,
12098,ROYTON S WKS,GREATER MANCHESTER,COUNTY,[1956-01-01],[2018-01-01],53.5605,-2.14013,OL1 2,
11929,SADDLEWORTH CANAL,GREATER MANCHESTER,COUNTY,[1948-01-01],[1987-12-31],53.5567,-2.00302,OL3 5,
11931,SADDLEWORTH STATION,GREATER MANCHESTER,COUNTY,[1853-01-01],[1934-12-31],53.5531,-2.00453,OL3 6,
11930,SADDLEWORTH STATION NO 2,GREATER MANCHESTER,COUNTY,[1934-01-01],[1947-12-31],53.554,-2.0,OL3 6,
11977,SALE: CARRINGTON LANE,GREATER MANCHESTER,COUNTY,[1938-01-01],[Current],53.4303,-2.35194,M33 4,
11978,SALE: CARRINGTON LANE NO 2,GREATER MANCHESTER,COUNTY,[1991-01-01],[1991-01-01],53.4299,-2.35201,M33 4,
11976,SALE S WKS,GREATER MANCHESTER,COUNTY,[1935-01-01],[1978-12-31],53.433,-2.34924,M33 4,
12099,SLATTOCKS,GREATER MANCHESTER,COUNTY,[1833-01-01],[1840-12-31],53.5745,-2.17369,OL11 2,
12101,SLATTOCKS: MANCHESTER GOLF CLUB,GREATER MANCHESTER,COUNTY,[1984-01-01],[1985-12-31],53.5736,-2.17822,OL11 3,
12084,SMITHILLS HALL,GREATER MANCHESTER,COUNTY,[1875-01-01],[1990-12-31],53.6017,-2.45491,BL1 6,
12045,SPRING MILL RESR,GREATER MANCHESTER,COUNTY,[1913-01-01],[2001-04-30],53.6473,-2.18912,OL12 7,
11952,STALYBRIDGE MARKET GROUND,GREATER MANCHESTER,COUNTY,[1909-01-01],[1970-12-31],53.4812,-2.05425,SK15 2,
12242,STANDISH: WORTHINGTON W WKS,GREATER MANCHESTER,COUNTY,[1882-01-01],[2016-01-01],53.5871,-2.63319,WN1 2,
11964,STEPPING HILL HOSPITAL,GREATER MANCHESTER,COUNTY,[1962-01-01],[1972-12-31],53.3849,-2.13382,SK2 7,
11920,STOCKPORT: CHERRY TREE HOSPITAL,GREATER MANCHESTER,COUNTY,[1928-01-01],[1964-12-31],53.3921,-2.13234,SK2 6,
12121,STRETFORD: LONGFORD PARK,GREATER MANCHESTER,COUNTY,[1946-01-01],[1961-12-31],53.4493,-2.29064,M32 0,
11975,STRETFORD S WKS,GREATER MANCHESTER,COUNTY,[1930-01-01],[1961-12-31],53.4358,-2.32668,M32 9,
12106,STRINE DALE RESR,GREATER MANCHESTER,COUNTY,[1859-01-01],[1973-12-31],53.5567,-2.06492,OL4 3,
12108,STRINE DALE RESR NO 2,GREATER MANCHESTER,COUNTY,[1922-01-01],[1967-12-31],53.5558,-2.06492,OL4 3,
12110,STRINE DALE RESR NO 4,GREATER MANCHESTER,COUNTY,[1975-01-01],[1993-12-31],53.5522,-2.06793,OL4 3,
11948,SWINESHAW MOOR,GREATER MANCHESTER,COUNTY,[1915-01-01],[1970-12-31],53.5036,-1.98492,SK15 3,
12119,SWINTON S WKS,GREATER MANCHESTER,COUNTY,[1951-01-01],[1982-12-31],53.4987,-2.34224,M27 1,
12135,TIMPERLEY: BLOOMSBURY LANE,GREATER MANCHESTER,COUNTY,[1953-01-01],[1958-12-31],53.3899,-2.32783,WA15 7,
12100,TRUB S WKS,GREATER MANCHESTER,COUNTY,[1949-01-01],[1988-12-31],53.5817,-2.18127,OL11 3,
12253,UP HOLLAND,GREATER MANCHESTER,COUNTY,[1983-01-01],[1984-12-31],53.5446,-2.72295,WN8 0,
12254,UP HOLLAND COLLEGE,GREATER MANCHESTER,COUNTY,[1985-01-01],[1991-12-31],53.5536,-2.73065,WN8 0,
12022,UPPER CHELBURN RESR,GREATER MANCHESTER,COUNTY,[1866-01-01],[1989-12-01],53.6627,-2.07265,OL15 0,
11936,UPPERWOOD MOOR,GREATER MANCHESTER,COUNTY,[1931-01-01],[Current],53.5535,-1.9551,OL3 7,
1116,URMSTON,GREATER MANCHESTER,COUNTY,[1970-01-01],[1971-12-31],53.4626,-2.36756,M31 2,
12136,WARBURTON: RESEARCH STA,GREATER MANCHESTER,COUNTY,[1940-01-01],[1946-12-31],53.4004,-2.43471,WA13 9,
12041,WATERGROVE RESR,GREATER MANCHESTER,COUNTY,[1929-01-01],[Current],53.661,-2.13675,OL12 9,
12109,WATERHEAD W WKS,GREATER MANCHESTER,COUNTY,[1993-01-01],[2018-01-01],53.5549,-2.06389,OL4 3,
12117,WEASTE S WKS,GREATER MANCHESTER,COUNTY,[1935-01-01],[2001-09-01],53.479,-2.31043,M5 2,
12061,WHITEFIELD PARK,GREATER MANCHESTER,COUNTY,[1959-01-01],[1974-12-31],53.5509,-2.29134,M26 9,
12250,WIGAN: GIDLOW SCHOOL,GREATER MANCHESTER,COUNTY,[1935-01-01],[1959-12-31],53.5558,-2.64464,WN6 7,
12248,WIGAN GRAMMAR SCHOOL,GREATER MANCHESTER,COUNTY,[1947-01-01],[1960-12-31],53.5505,-2.63399,WN1 1,
12249,WIGAN: MESNES PARK,GREATER MANCHESTER,COUNTY,[1966-01-01],[1987-12-31],53.5541,-2.63857,WN1 1,
12247,WIGAN: MESNES PARK HOUSE,GREATER MANCHESTER,COUNTY,[1963-01-01],[1964-12-31],53.5496,-2.63398,WN1 1,
12132,WYTHENSHAWE COLLEGE,GREATER MANCHESTER,COUNTY,[1983-01-01],[1997-03-01],53.4035,-2.28882,M23 0,
12131,WYTHENSHAWE PARK,GREATER MANCHESTER,COUNTY,[1977-01-01],[1983-12-31],53.4026,-2.2828,M23 0,
11937,YEOMAN HEY,GREATER MANCHESTER,COUNTY,[1882-01-01],[1971-12-31],53.5378,-1.9668,OL3 7,
11938,YEOMAN HEY RESR,GREATER MANCHESTER,COUNTY,[1993-01-01],[Current],53.5371,-1.97005,OL3 7,
1572,GUERNSEY: AIRPORT,GUERNSEY,ISLAND,[1949-01-01],[Current],49.432,-2.598,GY8 0,
55724,GUERNSEY: BROOKLYN,GUERNSEY,ISLAND,[1914-01-01],[1921-12-31],49.45,-2.517,GY8,
16552,GUERNSEY: HAUT NEZ,GUERNSEY,ISLAND,[1907-01-01],[1974-12-31],49.43,-2.619,None,
16553,GUERNSEY: KINGS MILLS,GUERNSEY,ISLAND,[1923-01-01],[1974-12-31],49.405,-2.6,None,
